asset_a,asset_b,dependent,independent,hedge_ratio,adf_p,adf_q,engle_granger_p,phi,phi_p_vs_unit_root_approx,is_mean_reverting,theta_per_bar,half_life_bars,half_life_hours,ou_mu,ou_sigma_eq,current_spread,current_rolling_zscore,current_ou_zscore,half_life_hours_ci_low,half_life_hours_ci_high
BTC,LDO,LDO,BTC,0.3715124063669769,0.13804504375045662,0.2073862876908581,0.3185631881109785,0.9974357724398503,0.012173863768669246,True,0.0025675208226274403,269.96750112064205,5.624322940013376,-0.0020593021972333974,0.011904350734264572,-0.006825997061762568,-0.6977666193810655,-0.40041619832395237,,
ENA,LDO,LDO,ENA,0.17824187363752766,0.13990595097882752,0.2073862876908581,0.3217620764035173,0.9969726192224156,0.007330459786032861,True,0.0030319725645040108,228.6126163128177,4.762762839850368,-0.0009501230920630327,0.011273524357450139,-0.0009227483197089548,-0.6779499956262218,0.0024282355265403126,,
LDO,UNI,LDO,UNI,0.20331646394849223,0.1402907240261687,0.2073862876908581,0.32232343568727184,0.9973672922840806,0.012819731864133432,True,0.0026361793854776387,262.9362722348869,5.477839004893478,-0.0013510113676287142,0.011974534726792333,-0.004659025033738606,-0.6346403243085483,-0.2762540459052995,,
ADA,DOGE,ADA,DOGE,0.4871379053804239,0.14531984734480086,0.2125107445042249,0.3304105057273606,0.9962189903888732,0.005306087828218065,True,0.0037881756970292984,182.97651323393313,3.812010692373607,0.0004365301483435733,0.007214263021359139,0.015394793252778705,1.6150063595503814,2.073429130619229,,
AAVE,SUI,SUI,AAVE,0.2287258086376907,0.15171108601020067,0.21736447857890115,0.3410140734916325,0.9971662246222506,0.014997218546977775,True,0.0028377981206925014,244.25528211668495,5.08865171076427,0.0016178225011459066,0.012027646322861687,0.017914568147299803,1.4126285375866676,1.3549405435357431,,
ETH,SOL,ETH,SOL,0.34339177505557883,0.15183548136026181,0.21736447857890115,0.34073665150256005,0.9968202505279896,0.011218568674042473,True,0.003184815617595808,217.64122755815816,4.534192240794962,-0.0006669780049225892,0.006238430329263544,-0.011382390040209245,1.5549851472937604,-1.7176455405812998,,
ARB,CRV,CRV,ARB,0.1820670697425036,0.15436744946315856,0.21868722007280794,0.34541049274067165,0.9970073830995516,0.011217608769529042,True,0.002997103732219827,231.27233572478346,4.818173660932989,-0.002048819781662283,0.010205680675051766,-0.016874342979762424,0.4929834833596406,-1.4526736305145997,,
SUI,WLD,SUI,WLD,0.10825552489263661,0.1567579195676519,0.21978429960000678,0.3493625980722457,0.997422336331275,0.016461566540455497,True,0.0025809915637457384,268.558483606198,5.594968408462459,0.0006656167298594676,0.012569527514862946,0.00874987020675605,1.4423445747409573,0.64316287683346,,
BTC,WLD,BTC,WLD,0.11126776782008174,0.1638668056388699,0.22740699558047253,0.3595979396974995,0.9973024687191991,0.02790152534139967,True,0.0027011761745919256,256.6093937448049,5.346029036350102,-0.0010258395590394614,0.007369378491679609,-0.017561849884527803,-0.12035800500238562,-2.2438812640928014,,
CRV,LDO,CRV,LDO,0.265520078801184,0.17063388805213958,0.23440614924334327,0.37128697767012153,0.9970715942291838,0.011058191791728955,True,0.0029327019403305355,236.35104919043457,4.923980191467387,-0.0012325810186056688,0.009866881078426804,-0.010795751335137993,1.0301586424212918,-0.9692191727577906,,
ARB,XRP,XRP,ARB,0.27696785076137465,0.17353502071908866,0.23600762817796056,0.3754690542107265,0.9969245328536881,0.011714905864641745,True,0.0030802061142503503,225.03272665850187,4.688181805385455,-0.0007261937000151711,0.007230787280338109,-0.011797080049242674,1.1129533262310898,-1.5310762051224154,,
AAVE,SOL,SOL,AAVE,-0.12691222182079517,0.17914686718082118,0.2412274647187295,0.38445227084788514,0.9978289979832936,0.024949394556870397,True,0.002173362057972916,318.92853655798166,6.644344511624618,-0.0006944687152523731,0.01847061641343919,0.004707461667821988,0.9675679878316635,0.29246075291477147,,
AAVE,ARB,ARB,AAVE,0.031539429201234606,0.18217114080542884,0.24289485440723846,0.3889741203778583,0.9975029702059918,0.01845485928859336,True,0.002500152572434661,277.24195243210903,5.775874009002272,0.0015010774340320377,0.015026692822192636,0.01214782375721768,2.498339679663362,0.7085222576362022,,
OP,SUI,SUI,OP,0.2798992464076084,0.19406085208081691,0.2551284586856353,0.4066058620347622,0.9975091287194419,0.02546861841251591,True,0.002493978661556195,277.9282723002268,5.790172339588058,0.0020942465645226085,0.011910248361059693,0.02002340652143153,1.6349441612803972,1.5053556746581316,,
ARB,OP,ARB,OP,0.04752173163922366,0.1950982331125446,0.2551284586856353,0.4081434091426895,0.997569665130174,0.020353004729747326,True,0.0024332929273011734,284.8597358677783,5.934577830578714,0.001664847454675164,0.015035418247668218,0.01302894659551157,2.546684281373674,0.7558219501209298,,
ADA,ETH,ADA,ETH,0.6994878796121449,0.20666991676225532,0.26653337517750814,0.42531731872080936,0.9978683759154114,0.013551310702554886,True,0.0021338992289508807,324.8265762299971,6.76722033812494,-0.0016463116112038995,0.008758842439484759,0.003900920587993628,2.539946831315227,0.6333293740038832,,
AAVE,WLD,AAVE,WLD,0.4832609856445471,0.20773924830011664,0.26653337517750814,0.4262728008246206,0.9975794232449012,0.028099565943799476,True,0.002423511087152797,286.00949433834546,5.958531132048864,-0.005065853888097914,0.021516970425049586,-0.03940236756067783,0.3160027158116473,-1.5957875571835196,,
OP,SOL,SOL,OP,-0.09730689671759862,0.2133889897947614,0.270450198745874,0.43431127606679215,0.9980227358447612,0.03329941397255021,True,0.0019792215225890495,350.21202662207764,7.296083887959951,-0.0002466095993350976,0.018765455397367226,0.007373259471731508,0.8184682774724781,0.40605830818982763,,
BTC,ETH,ETH,BTC,0.5944940356799018,0.21508978987965904,0.270450198745874,0.4365712683200696,0.9980187036322266,0.039898227331821357,True,0.0019832617318301018,349.49859084929113,7.281220642693565,0.0010319043919378124,0.0075647612418598105,0.008222618695148398,1.826734338075569,0.95055403248163,,
DOGE,OP,DOGE,OP,0.6329506871814823,0.21732064958869513,0.270450198745874,0.4397306613358308,0.9980310278060669,0.03804623376631322,True,0.0019709131679177035,351.68834012726427,7.326840419318006,0.0011115701426179468,0.010142921535181912,0.008731420915160104,2.1087759196090317,0.751248123739478,,
LDO,SUI,LDO,SUI,0.5008429357289255,0.21874648427975102,0.270450198745874,0.4416768678466938,0.9978629863806063,0.030297072108637968,True,0.002139300291345294,324.00649098405034,6.750135228834382,-0.003181928975541801,0.011022923500431636,-0.016871466230274468,-1.2719355541013693,-1.2419152917278806,,
AVAX,DOGE,AVAX,DOGE,0.015529716975515473,0.2226885371126715,0.2728436130389489,0.44714174171208837,0.9980533424671314,0.03540677563345018,True,0.001948554733176411,355.7237416831605,7.410911285065843,0.0010246923124867782,0.01864299425764085,0.005193341718154665,1.647162551999929,0.22360407067976013,,
SOL,SUI,SUI,SOL,0.3646246876481226,0.23848264948539533,0.2895860743751229,0.46835516915323994,0.9978318061600682,0.025624113807231952,True,0.0021705477753365763,319.3420520091811,6.652959416857939,-0.0009465702450000272,0.011324912521926491,-0.0035232945911241598,1.4764004222585891,-0.22752708607110758,,
AVAX,OP,AVAX,OP,0.07055349814615018,0.24493621249425201,0.29479048583379003,0.476760221703287,0.9981526717051383,0.041041085977125524,True,0.0018490367101029314,374.8693450879942,7.809778022666546,0.0018747089377103435,0.018611029551568885,0.009345030330213833,1.6920007613015942,0.4013921622016742,,
ARB,SUI,SUI,ARB,0.5603849523227741,0.24865223060119568,0.29663774878739135,0.4816624068011569,0.997754049377611,0.02122722956068257,True,0.00224847655227265,308.2741422672814,6.422377963901695,-0.0013496096818191887,0.010193653854293657,-0.004028223357911254,0.013588381163785782,-0.26277267350644923,,
DOGE,SUI,SUI,DOGE,0.39082545601711816,0.2547543905814151,0.29834886477743977,0.4891984260019863,0.997729618826925,0.028795791293861006,True,0.002272962396057299,304.9532107360354,6.35319189033407,0.0015830869681304994,0.011452635448942632,0.014459776807399127,0.8396177600906239,1.1243429424323002,,
ADA,LDO,ADA,LDO,0.36263147851534266,0.25501024157034674,0.29834886477743977,0.4898592658770623,0.997796202158606,0.020237001311735225,True,0.0022062297775108796,314.1772392094038,6.545359150195913,-0.0008354630181441631,0.01024697816416135,0.005099495227806727,2.543611385713963,0.579191069881296,,
ENA,SUI,SUI,ENA,0.21628985369249054,0.25666777337470925,0.29834886477743977,0.49149658592158185,0.9977057911505957,0.0324103814746175,True,0.002296844578573804,301.7823613430327,6.287132527979847,0.0018367595922684629,0.01237950159525945,0.019946149615200526,1.373417153318648,1.4628529172666198,,
SOL,UNI,SOL,UNI,-0.030467766604521107,0.27471471738456843,0.3166203522398416,0.5141986985172761,0.998238404274939,0.04711897724101455,True,0.001763149159427195,393.13019936732536,8.190212486819279,0.0006930202072929611,0.019149790437950127,0.0120922124351166,0.9324710024681991,0.5952645938742636,,
AAVE,AVAX,AVAX,AAVE,0.13316372290716338,0.27830863626739843,0.31806701287702677,0.5184945673545065,0.9982053985984052,0.04525966868337128,True,0.0017962136278478573,385.8935094432187,8.03944811340039,0.0029414517094327247,0.018392690304196928,0.014228533710866298,1.694941506185138,0.6136721607745461,,
AVAX,ENA,AVAX,ENA,0.2157671788025592,0.28579953536363906,0.3239061400787909,0.5273036621810432,0.9984235727452215,0.07034386396694492,True,0.0015776711236409986,439.3483344997014,9.153090302077112,0.004689437540447312,0.01825723627551531,0.023068698071875282,1.7302173126588158,1.0066836104912715,,
AVAX,UNI,AVAX,UNI,0.1480654569043939,0.2919505848122849,0.32814280607000623,0.5347286503775069,0.9983353200250676,0.05383693463089334,True,0.0016660670942620851,416.0379752695049,8.667457818114686,0.002803474143389966,0.018613147943128135,0.013021174005310554,1.6999647880037094,0.5489506607447829,,
ARB,UNI,ARB,UNI,0.16647348907698875,0.30221027172068915,0.3368901389673256,0.5465936108267743,0.9979722652303626,0.03821044628707693,True,0.002029793407170051,341.4865661261236,7.114303460960908,0.0030334417746705955,0.015100237094985761,0.019265487912686563,2.593083868678185,1.074953064373144,,
BTC,SOL,SOL,BTC,-0.017426817707498432,0.3079736690721465,0.34052373165700756,0.5532498490665329,0.9982992848548098,0.05207786863574482,True,0.0017021630030214484,407.21551304402965,8.483656521750618,0.0010040233875165012,0.019237095982230532,0.013373138501811432,0.9477053220927375,0.64298245045512,,
ARB,ENA,ARB,ENA,0.1845681638720983,0.3375489263550595,0.3702149514861943,0.585617619015813,0.9980394976552905,0.05045776882952491,True,0.001962426644905958,353.20921796450733,7.358525374260569,0.003932788589295223,0.014883393117102711,0.025616768532540135,2.842948096898004,1.4569244911180605,,
SUI,UNI,SUI,UNI,0.28588810730073266,0.3484997123722363,0.37916768706099313,0.597082019860176,0.9980275146836002,0.04466735271307254,True,0.0019744332274669947,351.0613430311774,7.313777979816195,0.0021030376122897995,0.01294438523639794,0.01761930696150743,1.6133962876820311,1.1986872351100835,,
OP,WLD,WLD,OP,1.3326952899909073,0.3697448024878829,0.3990896280821593,0.6189852271206702,0.9985540056377374,0.07506884373217138,True,0.001447040821014362,479.01010841840355,9.97937725871674,0.0019082214859906929,0.027584955675162375,0.021278824617255054,1.0607637038702924,0.702216213771398,,
AVAX,BTC,AVAX,BTC,0.4453583132963935,0.3736966626167345,0.4001791032746133,0.6228747420320925,0.9985601838807725,0.0775838945966234,True,0.001440853650478491,481.0670260159726,10.022229708666096,0.003094315152099422,0.018742737278310127,0.01581341365365052,1.7031416513850688,0.6786147782304012,,
DOGE,ENA,DOGE,ENA,0.40920718558022423,0.3800349022896453,0.4037870836827481,0.6292640809052308,0.9988643908220511,0.09736216498588846,True,0.0011362544706311688,610.028121759481,12.708919203322521,-0.0018947743217691145,0.014152332250384123,0.0017468079842672957,1.892189518196779,0.2573132287745414,,
ENA,SOL,SOL,ENA,0.0765433333606872,0.3959826806202684,0.41747011290198843,0.6444895393104486,0.9985783379642579,0.08454772385494636,True,0.0014226735560210406,487.2144966963131,10.150302014506524,0.0026712847956677885,0.019656303403938997,0.020332627806154413,0.9388297071762904,0.8985078550907698,,
ARB,BTC,ARB,BTC,0.4540076481605075,0.4059948779353244,0.4247331030708009,0.6538918068376632,0.9983204026350532,0.0665189967297517,True,0.001681009470001125,412.33984277285566,8.59041339110116,0.0033548856667208007,0.015351672462669781,0.021236824112263353,2.8755798555223158,1.1648202167565485,,
ADA,UNI,ADA,UNI,0.37873483192125684,0.4302251850986172,0.44664599369016744,0.675652906546071,0.9977573562782796,0.03945310324817575,True,0.0022451622132424135,308.7292207536833,6.431858765701736,0.0012390564412918493,0.010222682802031239,0.02059468341799775,2.522732485440449,1.8933999373295582,,
ENA,WLD,WLD,ENA,0.7111247061866003,0.525159015487903,0.5410729250481425,0.7547881897336215,0.9992021759514517,0.1433035369439879,True,0.0007981424795337528,868.4504312624206,18.092717317967097,-0.012891841362583107,0.03513468851991751,-0.006252249038410929,-0.061362586781447015,0.1889754144371668,,
ADA,BTC,ADA,BTC,0.9413852188304308,0.5313609327639982,0.5433465177135621,0.7592094003898995,0.9981046635718347,0.053007925832585734,True,0.0018971348510234542,365.3652665681676,7.611776386836826,0.000557455866488031,0.009294996416006476,0.022791862153682896,2.5972332607041904,2.392083363142135,,
UNI,WLD,WLD,UNI,1.519850138305103,0.5717196527512619,0.5802527818968031,0.7898435735539482,0.999040110940779,0.14158240036819225,True,0.0009603500477461294,721.7651336475803,15.036773617657923,0.0007689183352345035,0.034267805934481685,0.01877020631485249,0.4470029420893751,0.525311950640655,,
DOGE,UNI,DOGE,UNI,0.7742489115980606,0.59000327013554,0.5941154551941454,0.8029113189942825,0.9989016719546854,0.12543234838010742,True,0.0010989316495729846,630.7463988586403,13.140549976221672,0.002044571583355895,0.01344069674390634,0.010492918536399998,2.0476861833049282,0.6285646580691111,,
BTC,SUI,SUI,BTC,0.837375968282009,0.5941154551941454,0.5941154551941454,0.8055186990136416,0.998575801908343,0.11100094113120185,True,0.0014252132257082174,486.34630107049867,10.132214605635388,0.0025319364690389013,0.012908711002565324,0.022447298469409016,1.6139217557683556,1.5427847130834653,,
